"Location","Compl.Score","Quests.Stars","Infects.Score","Overall.Score","Spends.Score","Images.Score","Values.Payment","Deaths.Score","Timely.Score","Median.Income","Percent.Population.Obese"
"SALT LAKE UT",10.0582828282828,3.3,1.02467924528302,3.5,1.011,11.3978260869565,19713.3846153846,12.325,53,60555,23.541
"SAN BENITO CA",2.661,2,0.945,2,0.86,20.525,17648,12.5,54,66237,23.452
"SAN BERNARDINO CA",7.11827868852459,2.5,0.64721875,2.64285714285714,0.990714285714286,6.71914893617021,18220.2727272727,11.7,49.4583333333333,54090,27.215
"SAN DIEGO CA",11.4553548387097,3,0.872185185185185,3.6,0.983333333333333,6.85714285714286,20103.3703703704,11.8357142857143,52.3181818181818,62962,21.091
"SAN FRANCISCO CA",9.98736842105263,2.66666666666667,0.775690909090909,2.88888888888889,0.927777777777778,8.85128205128205,18762.1333333333,11.4125,62.5,75604,15.725
"SAN JOAQUIN CA",8.20805970149254,2.42857142857143,0.895720930232558,2.42857142857143,0.962857142857143,4.81818181818182,19700.0833333333,12.0666666666667,55.5714285714286,53380,28.398
"SAN LUIS OBISPO CA",10.6578125,3.33333333333333,0.4838125,3.33333333333333,0.956666666666667,6.13,18284.3333333333,12.3333333333333,51.6,58697,21.442
"SAN MATEO CA",7.47762711864407,3,0.938205128205128,3.16666666666667,0.934285714285714,11.075,19842.8333333333,11.0666666666667,53.75,88202,18.992
"SANDUSKY OH",2.29,3.5,0.08825,3.5,1.055,9.21,18131,11.9,49,46140,30.724
"SANTA BARBARA CA",9.08634146341463,3,0.700789473684211,3.6,0.9475,8.99166666666667,17710,12.68,51.375,62779,19.68
"SANTA CLARA CA",11.152,2.88888888888889,0.930621212121212,2.77777777777778,0.954444444444444,7.11714285714286,20030.2,11.5,66.8,91702,19.705
"SANTA CRUZ CA",6.23838709677419,3,0.322928571428571,4,0.953333333333333,2.18888888888889,18819.5,13.8,58,66519,19.445
"SARASOTA FL",13.9163636363636,2.75,0.7,3.75,1.0375,6.72631578947368,20979.375,11.9,47,49052,20.159
"SARATOGA NY",14.0290909090909,4,0.56,3,0.92,10.05,18948.5,14.4,50.5,69826,25.079
"SCHUYLKILL PA",2.03896551724138,2.66666666666667,0.872142857142857,2.66666666666667,1.03333333333333,6.00833333333333,19214,11.7666666666667,56.2,45012,30.49
"SCIOTO OH",8.62444444444444,3,0.981875,4,1.345,16.02,21421,10.9,50.75,35379,32.65
"SCOTLAND NC",2.129,4,0.375666666666667,4,0.89,10.0166666666667,17983,11.2,45.3333333333333,29592,34.453
"SCOTTS BLUFF NE",15.7,3,0.72225,3,0.95,8.45,19151.5,12.6,51.5,43444,30.923
"SEDGWICK KS",14.2237288135593,3.83333333333333,0.532346153846154,4.16666666666667,0.98,13.1166666666667,19416,11.925,52,49865,28.463
"SEMINOLE FL",15.0609090909091,2,0.981285714285714,2,1.03,5.32,19980,10.5,49.5,58175,23.981
"SHEBOYGAN WI",2.242,4,0.18425,3.5,0.94,1.72857142857143,18981,13.6,48.6,52920,26.527
"SHELBY TN",14.15109375,2.66666666666667,0.880121951219512,2.33333333333333,1.05,13.2032258064516,19017.2222222222,11.44,66.3333333333333,46250,32.578
"SKAGIT WA",9.32333333333333,3.33333333333333,0.399454545454545,3.33333333333333,0.925,8.05333333333333,17536.8,13.3,76.4,55925,26.888
"SMYTH VA",2.364,3,0.3145,3,0.91,3.4,17878.5,13.6,51.5,37239,27.451
"SNOHOMISH WA",9.66125,2.75,0.639842105263158,2.75,0.955,6.22352941176471,17974.8,12.85,51.75,68381,27.603
"SOLANO CA",5.71444444444444,3,0.837888888888889,2.75,0.9025,3.0375,19870.1666666667,12.7333333333333,50,67177,26.638
"SOMERSET PA",1.416875,3.5,0.771875,2.66666666666667,0.955,7.39090909090909,17540,11.95,54.8333333333333,43597,31.217
"SONOMA CA",7.57183673469388,3.16666666666667,0.737689655172414,3.33333333333333,0.924,6.57727272727273,18014.875,12.4,56,63356,21.256
"SPARTANBURG SC",15.6304545454545,3,1.04528571428571,3,1.03,7.94545454545455,18053.25,12.4,51.5,42919,29.053
"SPOKANE WA",14.3820454545455,3,0.643857142857143,2.75,0.9875,2.72222222222222,19179.75,13.1,50,49233,27.075
"STAFFORD VA",15.377,4,0.759,3,0.99,3.2,20166,10.1,53,97110,29.277
"STANISLAUS CA",11.7363829787234,2.8,0.637916666666667,2.5,0.958,6.90588235294118,19407.4285714286,12.375,51.75,49297,30.091
"STANLY NC",2.819,3,0.1042,3,0.97,13.4333333333333,19270.5,12.6,48,42518,27.744
"STARK OH",11.3867441860465,3,0.690625,3.5,1.045,9.54782608695652,20479.8571428571,11.6,54,45641,29.952
"STEARNS MN",13.9563636363636,4.25,0.709625,4,0.96,5.01875,19078,11.25,57,54551,26.723
"STEELE MN",2.28888888888889,4,0.481,3,0.82,2.95,18392.5,12.7,54,56480,27.146
"STEPHENS GA",1.75666666666667,3,0.837,3,0.94,8.225,18264,12.5,55,37898,29.707
"STEPHENSON IL",15.71,3,0.708,3,0.99,11.7,18463,12.6,70.6666666666667,43472,27.878
"STEUBEN NY",1.66,3.33333333333333,0.434142857142857,3.33333333333333,0.853333333333333,9.81818181818182,16632.25,12.5666666666667,53.8571428571429,47476,28.369
"STORY IA",13.5809090909091,4,0.739625,3,0.94,5.32,19012,13,52,50516,25.023
"STRAFFORD NH",9.21047619047619,4,0.661461538461538,4,1.005,9.31,19136,11.95,54,58825,27.298
"SUFFOLK CITY VA",15.1309090909091,4,1.02,4,0.95,8.88333333333333,19242,13,52,66085,30.048
"SUFFOLK MA",13.1351923076923,3.2,0.788044117647059,3.33333333333333,1.012,9.528,19434,9.84444444444444,51.75,53540,20.79
"SUFFOLK NY",12.9363247863248,2.63636363636364,0.985452054794521,2.18181818181818,1.02909090909091,9.66734693877551,20569.4090909091,11.4363636363636,53.5294117647059,87763,23.364
"SULLIVAN NY",1.44375,2,1.02,2,0.98,6.14,21582.5,11,50.8,48089,26.397
"SUMMIT OH",8.63,3.5,0.68225,3.25,1.0125,10.93125,18681.8,12.3666666666667,45,49669,28.618
"SUMNER TN",14.3036363636364,3,0.743076923076923,2.5,1.015,13.1909090909091,19091.5,13.6,51.5,55509,27.706
"SUMTER FL",15.8236363636364,2,0.613142857142857,3,1.01,3.35,19910.5,12.8,0,48493,27.466
"SUMTER SC",17.6663636363636,3,0.436875,3,0.97,15.36,18373.5,11.7,49.3333333333333,41366,33.955
"SURRY NC",2.4575,3.5,0.446111111111111,3.5,0.92,9.46666666666667,17555,11.5,50.6,35641,28.829
"SUSSEX DE",14.0863636363636,3.33333333333333,0.91905,3.66666666666667,0.97,7.91764705882353,20912.8333333333,11.5333333333333,50,52710,28.891
"SUSSEX NJ",13.5327272727273,3,0.562571428571429,3,1.04,4.8,20912,13.1,63.3333333333333,87335,24.449
"TALLADEGA AL",2.17333333333333,3,0.0735714285714286,3,1.005,9.26,19105.25,12.1,54.8333333333333,35439,34.85
"TALLAPOOSA AL",10.0873333333333,3,0.104,2.5,0.95,13.38,18905.3333333333,12.25,48.75,39130,33.318
"TARRANT TX",10.8926737967914,3.63157894736842,0.725899082568807,3.52941176470588,1.079,6.80727272727273,20457.1923076923,11.6785714285714,47.6428571428571,56853,26.485
"TAYLOR KY",1.68222222222222,4,0.871,3,1,12.05,20194,10.5,51.75,36384,30.814
"TAYLOR TX",13.1372727272727,3,0.542230769230769,3.5,1.045,11.3833333333333,20146.25,13.05,93,44891,27.796
"TAZEWELL IL",2.225,4,1.519,3,0.99,10.55,18317.5,13.5,51,56067,27.181
"TAZEWELL VA",1.63642857142857,3,0.200333333333333,3,0.92,13.5,16602.3333333333,11.95,58,35693,29.313
"TIOGA PA",2.208,3,0.7335,3,0.99,20.96,19348.5,12.5,53.5,44187,30.566
"TOMPKINS NY",2.273,4,0.496142857142857,3,0.9,9.5,17598.5,15.4,96,51393,23.003
"TRAVIS TX",10.7376470588235,3.63636363636364,0.71746,3.625,1.058,5.28571428571429,20076.25,11.9571428571429,51.7777777777778,58025,21.537
