"","Location","Compl.Score","Quests.Stars","Infects.Score","Overall.Score","Spends.Score","Images.Score","Values.Payment","Deaths.Score","Timely.Score"
"510","MATAGORDA TX",1.17125,3,0.69,3,1.08,4.23333333333333,21292.5,14.9,51.5
"511","MATANUSKA SUSITNA AK",2.467,3,0.616666666666667,3,0.8,5.5,17555,14.9,49
"512","MAUI HI",18.024,3,0.837428571428571,3,0.86,2.7,17743,13.1,58
"513","MAURY TN",10.2336363636364,4,0.523428571428571,4,0.98,10.9833333333333,19001.5,14,47
"514","MAVERICK TX",14.9290909090909,2,0.489,3,1.12,16.275,22344.5,15.5,49.5
"515","MCCRACKEN KY",15.1095454545455,3,0.9755,2.5,0.99,12.9666666666667,19230.75,15.4,66.3333333333333
"516","MCDONOUGH IL",2.271,4,0,3,0.97,16.56,17346,14.4,51
"517","MCHENRY IL",11.8271428571429,3,0.780461538461538,4,1.025,8.5625,19552.8,13.5,50.4
"518","MCKEAN PA",2.079375,3.5,0.264666666666667,3.5,0.96,17.8909090909091,17354.6666666667,15,53.8
"519","MCLEAN IL",14.8795454545455,4,0.659142857142857,3.5,0.93,11.9833333333333,18114.5,13.9,100
"520","MCLENNAN TX",15.2959090909091,3,0.643266666666667,2,1.015,11.3666666666667,19463,14.05,86
"521","MCMINN TN",2.365,3,0.0533333333333333,3,1.03,13.6166666666667,18471,14.6,49.8
"522","MECKLENBURG NC",12.2290769230769,3,0.81963829787234,3.33333333333333,0.963333333333333,9.72727272727273,18414.9166666667,13.95,48.5
"523","MEDINA OH",2.041,3,0.666,4,1.01,4.1125,19450.5,14.7,53.6
"524","MENDOCINO CA",2.50333333333333,3.33333333333333,0.6675,3.33333333333333,0.89,13.54,17434.5,15.1,57.5
"525","MERCED CA",8.625,3,0.511,2.5,0.89,5.2,18145.3333333333,16.4,63.6666666666667
"526","MERCER NJ",15.0424390243902,2.25,0.792814814814815,1.5,1.085,5.98823529411765,21152.75,14.9,53.75
"527","MERCER OH",2.235,4,0.1775,4,1.09,4.3,18537.5,14,52
"528","MERCER PA",1.94823529411765,2.66666666666667,0.3028125,3,0.985,13.79375,18829.6,13.35,56.8333333333333
"529","MERCER WV",14.6718181818182,3.5,0.8395,2,0.97,16.6090909090909,18731.75,14.9,53.5
"530","MERRIMACK NH",13.2858333333333,3.5,0.3282,3,0.99,4.73333333333333,19126.4,14.9,53.25
"531","MESA CO",8.13190476190476,3.5,0.438153846153846,3,0.955,10.4222222222222,17244,13.5,73
"532","MIAMI-DADE FL",9.77333333333333,2.76470588235294,0.942658536585366,2.70588235294118,1.04944444444444,6.21764705882353,20561.6666666667,13.95,49.2142857142857
"533","MIAMI OH",14.8954545454545,3,0.304428571428571,3,1.01,7.73333333333333,19608.5,14,57.3333333333333
"534","MIDDLESEX CT",12.765,4,0.742142857142857,3,0.99,13.42,19496,13.1,55.3333333333333
"535","MIDDLESEX MA",11.0305128205128,3.18181818181818,0.649042253521127,3.18181818181818,1.00636363636364,7.6051724137931,20035.3636363636,13.0636363636364,54.1428571428571
"536","MIDDLESEX NJ",15.9090909090909,2.8,0.821641025641026,2.2,1.088,6.28076923076923,22345,14.2,52
"537","MIFFLIN PA",2.434,2,0.716666666666667,3,1,9.7,19074,13.9,67.6666666666667
"538","MILWAUKEE WI",11.206404494382,3.77777777777778,0.595071428571429,3.66666666666667,0.947777777777778,10.69,19794.0769230769,13.5166666666667,49.5
"539","MOBILE AL",16.3725581395349,3.5,0.873666666666667,2.25,0.97,17.6666666666667,19812.6666666667,15.7,96
"540","MOHAVE AZ",12.3179069767442,2.75,0.691391304347826,2.25,0.9,12.4428571428571,18606.5,14.85,54.5
"541","MONMOUTH NJ",14.6223636363636,2.8,0.972078947368421,3.4,1.07,4.975,22229,12.64,55.1666666666667
"542","MONONGALIA WV",14.8813636363636,3,0.6135625,2.5,1.02,11.7,20510.75,15.95,91
"543","MONROE FL",3.0025,3.66666666666667,0.823857142857143,2.66666666666667,0.96,6.35833333333333,19557.25,15.2,51.25
"544","MONROE IN",13.9472727272727,3,0.593285714285714,4,1.03,8.94,20392,11.2,53.5
"545","MONROE MI",11.6345454545455,3,0.632714285714286,3,0.99,9.1,20176,11.7,51.5
"546","MONROE NY",14.14,3.25,0.74175,3.5,0.925,7.39444444444444,18062.875,13.2,53.5
"547","MONROE PA",13.2245454545455,3,0.36425,4,0.99,15.3166666666667,19360,12.5,14
"548","MONROE TN",1.45,4,0.824666666666667,3,1.03,12.06,18101,16,66.6666666666667
"549","MONTEREY CA",8.28368421052632,3,0.713208333333333,3.5,0.9525,4.93684210526316,18927.4,13.4,59.5
"550","MONTGOMERY AL",12.9132258064516,3.33333333333333,1.03683333333333,3.66666666666667,0.996666666666667,12.1285714285714,19818,13.7666666666667,69.5
"551","MONTGOMERY NY",1.928,3,0.14725,3,0.93,5.05,19060.5,14.5,49
"552","MONTGOMERY OH",11.9704918032787,3.33333333333333,0.570921052631579,3.8,1.045,10.1333333333333,20083.5,13.88,48
"553","MONTGOMERY PA",11.2185714285714,3.25,0.86675,2.57142857142857,0.961,8.84117647058824,20376.4615384615,14.25,52.875
"554","MONTGOMERY TN",12.8,3,0.393375,2,0.98,11.1666666666667,20370,16.5,45
"555","MONTGOMERY TX",11.7086666666667,3.33333333333333,1.01929411764706,2.66666666666667,1.14,16.82,20992,13.8,50.25
"556","MONTGOMERY VA",15.3472727272727,3.5,0.559076923076923,3,0.985,11.5909090909091,19274,15.5,56
"557","MOORE NC",13.5118181818182,4,0.835285714285714,4,0.92,8.8,17418.5,12.5,66.6666666666667
"558","MORGAN AL",20.335,3,0.44475,2,0.97,13.2166666666667,18348,14.5,45
"559","MORRIS NJ",14.8963636363636,3,0.656,2.66666666666667,1.07666666666667,12.6833333333333,21724,12.8666666666667,51.5
"560","MULTNOMAH OR",12.28328125,3.5,0.63104347826087,2.83333333333333,0.913333333333333,10.7724137931034,18714.6666666667,13.7,45.2857142857143
"561","MUSCOGEE GA",12.2256666666667,3.33333333333333,1.053375,3.33333333333333,1.01,11.5181818181818,18906.5,15.75,82
"562","MUSKOGEE OK",18.7627272727273,2,0.292142857142857,2,1.06,16.35,20151.5,13.2,55
"563","NACOGDOCHES TX",17.9704761904762,3,0.524384615384615,3,1.09,8.85,18949.25,16.1,44.6666666666667
"564","NAPA CA",12.7027272727273,3,0.769333333333333,3,0.92,8.21,20554,14.05,53
"565","NASH NC",14.9390909090909,3,1.015,2,0.96,8.06666666666667,18504.5,16.4,49.75
"566","NASSAU FL",1.54125,4,1.0475,3,0.93,10.4333333333333,19824,14.9,53.5
"567","NASSAU NY",12.7255238095238,2.3,0.911901408450704,1.9,1.046,10.8048780487805,21027.3,13.73,57.5
"568","NATCHITOCHES LA",1.4325,3,0.527333333333333,4,1.13,16.86,21805,13.7,52.5
"569","NAVAJO AZ",10.19375,4,0.114833333333333,4,0.845,16.45,19614.5,14.2,49.25
"570","NAVARRO TX",2.396,3,0.403333333333333,3,1.01,14.78,18893.5,15,53
"571","NELSON KY",14.4990909090909,3,0.43,4,0.91,11.22,20915,14,52.5
"572","NEVADA CA",13.9008333333333,3.5,0.80175,3.5,0.92,9.83333333333333,17987.3333333333,14.4,55.5
"573","NEW HAVEN CT",10.2963768115942,3.16666666666667,0.901463414634146,2.71428571428571,1.02142857142857,8.63448275862069,20386.3846153846,13.3166666666667,58.2
"574","NEW LONDON CT",14.3877272727273,3,0.440857142857143,3.5,1.02,9.36666666666667,20257.5,13.3,55.2
"575","NEW MADRID MO",13.6645454545455,4,0.656,4,0.95,12.0666666666667,18540,14.4,44
"576","NEW YORK NY",11.4293396226415,2.3,0.728283783783784,2.7,0.975,9.82820512820513,19455.5294117647,12.3,47.5
"577","NEWPORT RI",2.83,4,0.7655,4,0.99,11.2,20006.5,13.1,53.5
"578","NEWTON GA",2.379,3,0.400833333333333,2,1,15,19358,15.5,58
"579","NIAGARA NY",2.14,2.33333333333333,0.855294117647059,2.33333333333333,0.936666666666667,5.13571428571429,19274,14.0666666666667,46.125
"580","NICHOLAS WV",1.33,2,1.247,2,0.88,19.56,14549,15,51
"581","NORFOLK CITY VA",15.9171875,3.33333333333333,0.821208333333333,3.33333333333333,0.97,10.4222222222222,18778.6666666667,14.4,73.75
"582","NORFOLK MA",12.5257142857143,3,0.704730769230769,3.25,0.9925,8.44782608695652,20016,13.975,52.8333333333333
"583","NORTHAMPTON VA",1.15375,3,0.9856,4,0.9,3.98,19758,13.4,54
"584","NORTON CITY VA",1.31,3,0.22825,4,0.89,9.08333333333333,16512,13.5,51
"585","NUECES TX",10.9034375,3,0.990555555555556,3.66666666666667,1.04333333333333,8.1875,19160.25,14.5,54
"586","OAKLAND MI",11.3092307692308,2.88888888888889,0.686661971830986,2.77777777777778,1.02416666666667,9.09807692307692,19535.5555555556,12.4888888888889,50.5
"587","OBION TN",1.56777777777778,3,0.427333333333333,3,0.99,10.6666666666667,19911.5,13.5,52
"588","OCEAN NJ",11.2260975609756,2.25,0.848464285714286,3,1.0875,5.58421052631579,22364.375,14.375,53.7142857142857
"589","OCONEE SC",15.2245454545455,3,0.859166666666667,3,0.96,4.94,19909.5,15.3,50.3333333333333
"590","OGEMAW MI",2.1,3,1.10666666666667,4,0.95,14.5833333333333,18478,14.8,52
"591","OHIO WV",15.4533333333333,3,0.467,2,1.015,13.9,19879.25,14.6,55.3333333333333
"592","OKALOOSA FL",11.5125806451613,3.33333333333333,0.394055555555556,3.33333333333333,0.966666666666667,7.77857142857143,19337.5,13.7333333333333,52.25
"593","OKEECHOBEE FL",12.9981818181818,2,0.575333333333333,3,0.97,4.525,20670,11.8,62.6666666666667
"594","OKLAHOMA OK",10.5825157232704,3.42857142857143,0.835671232876712,3.38461538461538,1.02176470588235,15.3338709677419,19063.2777777778,14.0777777777778,47.2222222222222
"595","OLMSTED MN",7.07210526315789,4,0.584333333333333,4,0.9,4.1,18589,11.6,54.3333333333333
"596","ONEIDA NY",11.0161290322581,2.66666666666667,0.862222222222222,1.66666666666667,0.996666666666667,5.4,18678.3333333333,15.2,50.5
"597","ONEIDA WI",2.2825,3.5,0.976,3.5,0.855,8.56666666666667,17428.6666666667,13,52
"598","ONONDAGA NY",17.9169696969697,3,1.0495,2,0.98,4.62857142857143,18891.6666666667,13.9,94
"599","ONSLOW NC",13.6390909090909,3,0.385333333333333,3,0.92,2.66,19138.5,13.2,53
"600","ONTARIO NY",2.13214285714286,3.33333333333333,0.856625,2.66666666666667,0.873333333333333,8.4,17919,15.65,55.5714285714286
"601","ORANGE CA",9.65455882352941,2.38095238095238,0.708037313432836,2.95238095238095,1.065,8.64852941176471,20976.9393939394,13.575,52.0571428571429
"602","ORANGE FL",14.2342424242424,2.66666666666667,0.661391304347826,2.66666666666667,1.02333333333333,5.94375,20521,14.9,100
"603","ORANGE NY",8.688,3,0.801380952380952,2.75,1.01,7.3,20805,13.5,53
"604","ORANGEBURG SC",17.4245454545455,3,1.45628571428571,2,0.98,8.26666666666667,17105,13.2,50
"605","OSCEOLA FL",7.02923076923077,2,0.743888888888889,2,1.01,4.46666666666667,18977,13.35,55
"606","OSWEGO NY",1.52666666666667,3,0.1474,3,1.01,4.72,19236.5,14.4,51
"607","OTERO CO",1.68777777777778,3,0.543,3,0.83,2.15,15290,14.6,59.5
"608","OTERO NM",12.3766666666667,2,1.3678,2,0.98,3.475,18704,16.5,48
"609","OTSEGO MI",2.207,4,0.639333333333333,4,0.84,10.7333333333333,17600,14.2,48
"610","OTSEGO NY",10.6709523809524,3,0.5403,2,0.915,10.21,16804,12.85,71
"611","OTTAWA MI",6.50862068965517,4,1.36357142857143,4,0.923333333333333,7.32142857142857,16475.5,13.3,52.3333333333333
"612","OTTER TAIL MN",1.53333333333333,4,1.485,4,0.92,3.11666666666667,17065.3333333333,14.2,46.4
"613","OUACHITA LA",7.037,3.8,0.835666666666667,3.5,1.034,15.0619047619048,18949.4,13.8,69.3333333333333
"614","PALM BEACH FL",10.8996992481203,2.23076923076923,0.755282608695652,2.38461538461538,1.06538461538462,7.594,20600.44,14.1916666666667,58.9230769230769
"615","PASCO FL",12.3568253968254,2.83333333333333,0.485634146341463,2.83333333333333,1.045,5.80952380952381,20107.4166666667,14,50
"616","PASQUOTANK NC",14.2781818181818,3,0.980666666666667,3,0.91,11,18907,14.9,48.25
"617","PASSAIC NJ",15.74,2,0.9035,1.5,1.065,10.1444444444444,22342.25,15.2,55
"618","PAYNE OK",10.0482352941176,3.5,0.56175,3.5,0.97,11.84,18632,13.1,51.25
"619","PENOBSCOT ME",15.6226086956522,4,0.529333333333333,3.25,1.005,7.1,17747.375,14.8,53.25
"620","PERRY KY",14.0645454545455,3,0.795666666666667,2,0.94,17.36,18803.5,17.7,54
"621","PERSON NC",1.77875,2,0.773,3,0.93,8.83333333333333,18300.5,14.5,52.5
"622","PETERSBURG CITY VA",13.0618181818182,3,0.399571428571429,2,1.02,14.05,20430.5,15.9,46.5
"623","PETTIS MO",15.5472727272727,3,0.57,2,0.84,20.0833333333333,19118,13.6,56
"624","PHELPS MO",14.4245454545455,4,0.3532,3,0.96,12.95,21323.5,14.4,51
"625","PHILADELPHIA PA",13.2864233576642,2.84615384615385,0.750126315789474,2.53846153846154,1.03846153846154,9.89206349206349,20600.875,13.5333333333333,66.8888888888889
"626","PHILLIPS AR",1.19428571428571,3,0,2,0.81,6.16666666666667,18414.5,13.6,51
"627","PICKAWAY OH",2.574,3,0.524,3,1.02,3.42,19856,12.9,54
"628","PICKENS GA",12.5754545454545,3,0.5468,3,0.88,10.1333333333333,18607.5,14.4,48.5
"629","PICKENS SC",8.96722222222222,3.5,0.989833333333333,3,1.025,9.22222222222222,18276,14.7,51.25
"630","PIERCE WA",14.1332727272727,2.4,0.705147058823529,2.6,0.922,8.74583333333333,19085.1,14.2,56.4444444444444
"631","PIKE KY",8.31055555555556,4,0.283818181818182,2.5,0.91,15.33,16956,13.8,60
"632","PIKE MS",9.33125,4,0.477222222222222,2.5,0.93,9.55714285714286,15844.3333333333,15.4,44
"633","PIMA AZ",14.8883544303797,2.71428571428571,0.903596153846154,2.71428571428571,0.951111111111111,5.27647058823529,19628.8571428571,14.2285714285714,36.3333333333333
"634","PINAL AZ",6.11875,3.66666666666667,0.5776,3.25,0.91,5.47,18456.6666666667,14.4,50.8888888888889
"635","PINELLAS FL",13.881376146789,2.9,0.636114285714286,2.7,1.076,7.0125,20654.45,13.79,50.1666666666667
"636","PITTSBURG OK",14.8981818181818,2,0.3956,2,0.96,17.9166666666667,19549,13.4,53.5
"637","PLACER CA",10.2193333333333,3,0.641047619047619,4,0.886666666666667,4.84444444444444,18357.75,14.55,53.5
"638","PLATTE MO",12.9481818181818,3,0.537833333333333,3,0.97,10.56,18862.5,13.5,68.6666666666667
"639","PLATTE NE",2.197,4,0,4,0.98,5.08333333333333,18061.5,16.1,54.5
"640","PLYMOUTH MA",15.2769696969697,2.66666666666667,0.624380952380952,2.66666666666667,1.01333333333333,9.41666666666667,20458.8333333333,14.6666666666667,57.1428571428571
"641","POLK AR",1.14,3,0,3,1.08,13.38,17914.5,15.7,50
"642","POLK FL",9.76634615384615,2,0.681,2.2,1.016,7.44736842105263,19472.5555555556,14.65,52.5
"643","POLK IA",9.27073170731707,3.25,0.89892,3.25,0.95,9.93888888888889,18258.5,15.7666666666667,53.5
"644","POLK MO",1.32222222222222,3,0.9325,3,0.94,13.86,18917.5,14.5,64.3333333333333
"645","PONTOTOC OK",9.7478947368421,3.5,0.3477,3,0.925,14.68,17332.6666666667,13.5,51
"646","POPE AR",15.7636363636364,3,0.750142857142857,3,1.02,12.95,19723.5,15.5,52
"647","PORTAGE OH",2.278,2,0.727125,3,0.96,9.6,20316.5,14,51.6666666666667
"648","PORTAGE WI",2.353,4,1.16775,4,0.86,9.71666666666667,17909,14.6,55
"649","POTTAWATOMIE OK",13.2490909090909,4,0.6926,2,0.96,14.5,18119.5,14.8,50.25
"650","PRINCE EDWARD VA",1.65666666666667,4,0.3595,3,0.98,10.2833333333333,18168.5,13.5,53.6666666666667
"651","PRINCE WILLIAM VA",9.09611111111111,3.5,0.3687,2.5,0.96,9.81,18963,15,60.2
"652","PROVIDENCE RI",11.1852777777778,3.14285714285714,0.691978260869565,3,0.985714285714286,6.10967741935484,20009,12.3333333333333,58
"653","PUEBLO CO",15.4281818181818,3,0.555866666666667,4,0.995,13.2083333333333,18699,14.2,97
"654","PULASKI AR",11.3362337662338,3.125,0.754047619047619,2.625,0.99,10.9914285714286,19269.25,14.08,75.75
"655","PULASKI VA",1.51555555555556,3,1.58625,3,0.98,2.9,18576,13.3,49
"656","PUTNAM FL",15.2409090909091,2,0.725285714285714,2,1.07,5.58,20497,15.7,100
"657","PUTNAM NY",14.3018181818182,4,1.90271428571429,3,0.99,10.125,21638.5,12.5,52
"658","PUTNAM TN",12.5963636363636,3,0.875,3,0.99,10.1833333333333,18951.5,12.2,54
"659","QUEENS NY",11.9355128205128,1.625,0.937135593220339,1.25,1.03,6.05,19062.875,14.825,63.0909090909091
"660","RACINE WI",13.6640909090909,3,0.625166666666667,3.5,0.945,9.00833333333333,20480,14.05,47.3333333333333
"661","RALEIGH WV",15.0452380952381,1.5,0.733857142857143,2,0.96,10.1454545454545,19864.25,13.9,51.2
"662","RAMSEY MN",14.2731818181818,3,0.779344827586207,3.25,0.95,7.63333333333333,19794.125,14.025,50.3333333333333
"663","RANDOLPH MO",2.77888888888889,3,0.627,2,0.95,6.875,19400,14.1,49.5
"664","RANDOLPH NC",11.8763636363636,3,0.175142857142857,4,0.93,10.7333333333333,19780.5,15,49.3333333333333
"665","RANDOLPH WV",2.598,3,0.57125,3,0.85,12.4,18687.5,14.5,49.25
"666","RENSSELAER NY",8.106,2.5,0.66575,2.5,0.96,5.73333333333333,18569,15.75,46.6
"667","RICHLAND IL",2.23777777777778,4,0.7735,3,0.96,13.875,19820.5,14,51
"668","RICHLAND OH",13.625,3.5,0.199714285714286,3,0.99,9.42,18191.3333333333,14.2,42
"669","RICHLAND SC",14.6369696969697,3.66666666666667,0.85804347826087,2.66666666666667,0.99,10.025,18949.3333333333,13.6,70
"670","RICHMOND CITY VA",12.155625,3,1.12388888888889,3,0.955,6.86666666666667,20124,15,56
"671","RICHMOND GA",13.3867441860465,2.75,0.965766666666667,2.25,0.99,8.085,19240.375,14.975,56.5
"672","RICHMOND NY",19.1659090909091,2,0.969,1,1.025,4.6875,20151,13.85,100
"673","RILEY KS",12.0635294117647,4,0.733,3,0.945,3.86,19121.5,13.1,54
"674","RIVERSIDE CA",10.5313375796178,2.1875,0.806628571428571,2.4375,1.0125,8.25294117647059,20139.48,14.525,55.8076923076923
"675","ROBERTSON TN",2.217,4,0.288,3,1.03,6.225,19238.5,13.8,52
"676","ROCK ISLAND IL",7.91190476190476,2.5,0.6719,2.5,0.945,3.69,19310.5,13.2,50
"677","ROCK WI",6.69806451612903,3.33333333333333,0.607352941176471,3.33333333333333,0.98,12.7538461538462,18384.6,16,62.5
"678","ROCKDALE GA",17.4109090909091,2,0.8625,2,0.99,4.8,18845,14.1,51.5
"679","ROCKINGHAM NC",1.2975,3,0.232666666666667,3,0.97,11.5166666666667,18140,13.8,50.5
"680","ROCKINGHAM NH",15.1140625,3.33333333333333,0.579777777777778,3.33333333333333,1.01666666666667,8.35882352941177,19942.6666666667,15.0333333333333,7
"681","ROCKLAND NY",12.8123076923077,2,0.651666666666667,2,1.065,9.0625,23119.75,13.1,53.3333333333333
"682","ROGERS OK",1.77066666666667,3.5,0.2975,3,0.84,14.72,18610.5,14.7,54.3333333333333
"683","ROSS OH",15.4409090909091,3,0.653857142857143,3,0.98,8.95,17924.5,15.2,59
"684","ROWAN KY",14.5618181818182,3,0.5064,2,0.9,8.72,19899,13.8,51.5
"685","RUSSELL VA",0.652,4,0.2125,3,0.87,1.25,18368.5,14.6,50.5
"686","RUTHERFORD NC",1.52666666666667,3,1.2888,3,0.96,9.45,18029.5,15.4,51.5
"687","RUTHERFORD TN",11.8611111111111,3,0.661294117647059,3,1.13666666666667,3.37777777777778,18882.5,15,49.5
"688","RUTLAND VT",13.6118181818182,4,0.328,3,0.94,9.06666666666667,17905,13.5,53
"689","SACRAMENTO CA",12.7465060240964,2.875,0.784426229508197,2.875,0.8975,4.12307692307692,19731.4615384615,13.8666666666667,53.5833333333333
"690","SAGINAW MI",13.2919230769231,3,0.604466666666667,2,0.973333333333333,14.5583333333333,19223.25,14,73.6666666666667
"691","SAINT CHARLES MO",11.4711904761905,3.25,0.629708333333333,2.75,0.955,8.42631578947368,19953,13.7,52.75
"692","SAINT CLAIR AL",1.18857142857143,4,0.265666666666667,3,0.85,13.475,15109,13.6,50.5
"693","SAINT CLAIR IL",10.0607142857143,2.66666666666667,0.690823529411765,2.66666666666667,0.95,10.6692307692308,18169,12.6,52.5
"694","SAINT CLAIR MI",10.7423333333333,3,0.504692307692308,2.66666666666667,0.963333333333333,9.91333333333333,17599.8,14.3666666666667,52.75
"695","SAINT FRANCOIS MO",2.53888888888889,2,0.4395,3,0.96,9.85,18807.5,15.2,53.6666666666667
"696","SAINT LAWRENCE NY",6.70481481481481,2.66666666666667,0.6793,2.66666666666667,0.823333333333333,8.96923076923077,17585.8571428571,14.5666666666667,53.75
"697","SAINT LOUIS CITY MO",11.6206666666667,3,0.89165,1.66666666666667,1.00666666666667,7.73076923076923,18866.8,14,54.5
"698","SAINT LOUIS MN",7.68673469387755,3.2,0.509,3,0.956,7.78636363636364,17805.1666666667,13.05,52.3333333333333
"699","SAINT LOUIS MO",13.9744329896907,3.11111111111111,0.642846153846154,2.88888888888889,0.967777777777778,9.49795918367347,20171.0588235294,14.0125,51
"700","SAINT LUCIE FL",14.2863636363636,2.5,0.573142857142857,2,1.045,4.02857142857143,19991.5,13.25,47.3333333333333
"701","SAINT MARY LA",2.07777777777778,3,0.704333333333333,3,1.13,15.86,18137.6666666667,15.4,51
"702","SAINT TAMMANY LA",11.4036,3.83333333333333,0.610472222222222,3.5,0.985,11.6041666666667,19151.5,13.12,97
"703","SALEM NJ",2.08833333333333,2.5,0.717428571428571,2.5,1.035,4.86666666666667,20498.5,13.25,52.5
"704","SALT LAKE UT",10.0582828282828,3.3,1.02467924528302,3.5,1.011,11.3978260869565,19713.3846153846,13.78,53
"705","SAMPSON NC",1.29444444444444,3,0.267333333333333,4,0.86,11.4,18292.5,14.4,50
"706","SAN BENITO CA",2.661,2,0.945,2,0.86,20.525,17648,12.9,54
"707","SAN BERNARDINO CA",7.11827868852459,2.5,0.64721875,2.64285714285714,0.990714285714286,6.71914893617021,18220.2727272727,13.6222222222222,49.4583333333333
"708","SAN DIEGO CA",11.4553548387097,3,0.872185185185185,3.6,0.983333333333333,6.85714285714286,20103.3703703704,13.7384615384615,52.3181818181818
"709","SAN FRANCISCO CA",9.98736842105263,2.66666666666667,0.775690909090909,2.88888888888889,0.927777777777778,8.85128205128205,18762.1333333333,13.7142857142857,62.5
"710","SAN JOAQUIN CA",8.20805970149254,2.42857142857143,0.895720930232558,2.42857142857143,0.962857142857143,4.81818181818182,19700.0833333333,13.5333333333333,55.5714285714286
"711","SAN LUIS OBISPO CA",10.6578125,3.33333333333333,0.4838125,3.33333333333333,0.956666666666667,6.13,18284.3333333333,15.4,51.6
"712","SAN MATEO CA",7.47762711864407,3,0.938205128205128,3.16666666666667,0.934285714285714,11.075,19842.8333333333,13.4666666666667,53.75
"713","SANDUSKY OH",2.29,3.5,0.08825,3.5,1.055,9.21,18131,14.4,49
"714","SANTA BARBARA CA",9.08634146341463,3,0.700789473684211,3.6,0.9475,8.99166666666667,17710,12.85,51.375
"715","SANTA CLARA CA",11.152,2.88888888888889,0.930621212121212,2.77777777777778,0.954444444444444,7.11714285714286,20030.2,14.4125,66.8
"716","SANTA CRUZ CA",6.23838709677419,3,0.322928571428571,4,0.953333333333333,2.18888888888889,18819.5,14,58
"717","SANTA ROSA FL",2.0256,3.33333333333333,0.674,3.33333333333333,0.956666666666667,11,18229,12.95,52.5714285714286
"718","SARASOTA FL",13.9163636363636,2.75,0.7,3.75,1.0375,6.72631578947368,20979.375,13.225,47
"719","SARATOGA NY",14.0290909090909,4,0.56,3,0.92,10.05,18948.5,13.8,50.5
"720","SCHUYLKILL PA",2.03896551724138,2.66666666666667,0.872142857142857,2.66666666666667,1.03333333333333,6.00833333333333,19214,14.5333333333333,56.2
"721","SCIOTO OH",8.62444444444444,3,0.981875,4,1.345,16.02,21421,13.4,50.75
"722","SCOTLAND NC",2.129,4,0.375666666666667,4,0.89,10.0166666666667,17983,12.1,45.3333333333333
"723","SCOTTS BLUFF NE",15.7,3,0.72225,3,0.95,8.45,19151.5,16.5,51.5
"724","SEDGWICK KS",14.2237288135593,3.83333333333333,0.532346153846154,4.16666666666667,0.98,13.1166666666667,19416,13.4666666666667,52
"725","SEMINOLE FL",15.0609090909091,2,0.981285714285714,2,1.03,5.32,19980,11.9,49.5
"726","SHEBOYGAN WI",2.242,4,0.18425,3.5,0.94,1.72857142857143,18981,14.95,48.6
"727","SHELBY IN",2.549,4,0.516,4,1,10.6666666666667,18625.5,14,42.3333333333333
"728","SHELBY KY",1.52666666666667,3,0.508,3,1.03,4.875,18139,15.6,51
"729","SHELBY OH",1.41222222222222,4,0.254,3,1.04,3.58,19494.5,14.5,52
"730","SHELBY TN",14.15109375,2.66666666666667,0.880121951219512,2.33333333333333,1.05,13.2032258064516,19017.2222222222,14.825,66.3333333333333
"731","SHIAWASSEE MI",2.66,3,0.64425,2,0.93,9.33333333333333,18324.5,15.7,54.5
"732","SKAGIT WA",9.32333333333333,3.33333333333333,0.399454545454545,3.33333333333333,0.925,8.05333333333333,17536.8,13.6,76.4
"733","SMYTH VA",2.364,3,0.3145,3,0.91,3.4,17878.5,14.8,51.5
"734","SNOHOMISH WA",9.66125,2.75,0.639842105263158,2.75,0.955,6.22352941176471,17974.8,14.75,51.75
"735","SOLANO CA",5.71444444444444,3,0.837888888888889,2.75,0.9025,3.0375,19870.1666666667,14.1,50
"736","SOMERSET PA",1.416875,3.5,0.771875,2.66666666666667,0.955,7.39090909090909,17540,14.3,54.8333333333333
"737","SONOMA CA",7.57183673469388,3.16666666666667,0.737689655172414,3.33333333333333,0.924,6.57727272727273,18014.875,13.6,56
"738","SPARTANBURG SC",15.6304545454545,3,1.04528571428571,3,1.03,7.94545454545455,18053.25,15.05,51.5
"739","SPOKANE WA",14.3820454545455,3,0.643857142857143,2.75,0.9875,2.72222222222222,19179.75,13.95,50
"740","ST JOSEPH IN",11.864,3.66666666666667,0.5523125,4,1.05,3.82,18383,16.45,94
"741","STAFFORD VA",15.377,4,0.759,3,0.99,3.2,20166,12.8,53
"742","STANISLAUS CA",11.7363829787234,2.8,0.637916666666667,2.5,0.958,6.90588235294118,19407.4285714286,13.5666666666667,51.75
"743","STANLY NC",2.819,3,0.1042,3,0.97,13.4333333333333,19270.5,14.5,48
"744","STARK OH",11.3867441860465,3,0.690625,3.5,1.045,9.54782608695652,20479.8571428571,13.3,54
"745","STEARNS MN",13.9563636363636,4.25,0.709625,4,0.96,5.01875,19078,12.7,57
"746","STEELE MN",2.28888888888889,4,0.481,3,0.82,2.95,18392.5,14.1,54
"747","STEPHENS GA",1.75666666666667,3,0.837,3,0.94,8.225,18264,13.4,55
"748","STEPHENS OK",13.0936363636364,4,0.601,3,0.9,11.5,18829.5,16.1,51.5
"749","STEPHENSON IL",15.71,3,0.708,3,0.99,11.7,18463,15.9,70.6666666666667
"750","STEUBEN NY",1.66,3.33333333333333,0.434142857142857,3.33333333333333,0.853333333333333,9.81818181818182,16632.25,13.55,53.8571428571429
"751","STORY IA",13.5809090909091,4,0.739625,3,0.94,5.32,19012,14.2,52
"752","STRAFFORD NH",9.21047619047619,4,0.661461538461538,4,1.005,9.31,19136,14.95,54
